trial_id,cancer_type,status,facility,address,city,province,latitude,longitude,principal_investigator,url
OCN-18-4818,Uterine Cancer,Recruiting,Joseph Brant Community Cancer Centre,"3559 Clinical Ave, Grand Falls-Windsor, Newfoundland and Labrador, A2V 8L5",Grand Falls-Windsor,Newfoundland and Labrador,48.9703,-55.6226,Mark Wilson,https://cancertrialscanada.com/trial/OCN-18-4818
HREBA.CC-18-5396,Bone Cancer,Not yet recruiting,Dalhousie University Oncology Research Institute,"4179 Oncology Blvd, Grand Falls-Windsor, Newfoundland and Labrador, A2H 8K6",Grand Falls-Windsor,Newfoundland and Labrador,48.9211,-55.6315,Cynthia Jones,https://cancertrialscanada.com/trial/HREBA.CC-18-5396
HREBA.CC-10-2597,Lymphoma,Completed,Brantford General Oncology Research Institute,"7255 Oak Ave, Fredericton, New Brunswick, E2L 2W3",Fredericton,New Brunswick,45.9323,-66.6162,Carol Turner,https://cancertrialscanada.com/trial/HREBA.CC-10-2597
CCTG-17-6607,Prostate Cancer,Completed,Riverside Health Cancer Research Centre,"2574 Clinical Ave, Portage la Prairie, Manitoba, R5G 7C5",Portage la Prairie,Manitoba,49.9366,-98.3013,David Allen,https://cancertrialscanada.com/trial/CCTG-17-6607
QCI-12-6055,Stomach Cancer,Completed,Tom Baker Comprehensive Cancer Centre,"324 Oak Ave, Oshawa, Ontario, L2S 7N8",Oshawa,Ontario,43.9023,-78.8391,Yuki Li,https://cancertrialscanada.com/trial/QCI-12-6055
CCTG-13-8635,Neuroendocrine Tumors,"Active, not recruiting",Saint John Regional Medical Sciences Centre,"5401 Main Street, Truro, Nova Scotia, B3H 5M5",Truro,Nova Scotia,45.3752,-63.2645,Robert Mitchell,https://cancertrialscanada.com/trial/CCTG-13-8635
CCTG-22-5419,Lung Cancer,Recruiting,Victoria General Community Cancer Centre,"372 Elm Ave, Sherbrooke, Quebec, G1R 5M9",Sherbrooke,Quebec,45.3877,-71.8552,Margaret Patel,https://cancertrialscanada.com/trial/CCTG-22-5419
QCI-21-8633,Bone Cancer,Recruiting,Moncton City Hospital Centre for Cancer Medicine,"1258 Centre Street, Laval, Quebec, J4K 1V0",Laval,Quebec,45.6287,-73.669,Karen White,https://cancertrialscanada.com/trial/QCI-21-8633
IND-20-4121,Bone Cancer,"Active, not recruiting",Hamilton Health Sciences Cancer Care Centre,"8448 Princess Avenue, Bathurst, New Brunswick, E2L 4L5",Bathurst,New Brunswick,47.6125,-65.6977,David King,https://cancertrialscanada.com/trial/IND-20-4121
HREBA.CC-17-5055,Leukemia,Suspended,Royal Victoria Advanced Cancer Research Institute,"8130 Birch Road, Prince Albert, Saskatchewan, S9H 2M7",Prince Albert,Saskatchewan,53.2254,-105.7492,Laura Stewart,https://cancertrialscanada.com/trial/HREBA.CC-17-5055
CancerCare-10-0567,Liver Cancer,Suspended,Royal Victoria Community Cancer Centre,"5826 Queen Street, Terrebonne, Quebec, H3A 1T8",Terrebonne,Quebec,45.7344,-73.6854,Jessica Li,https://cancertrialscanada.com/trial/CancerCare-10-0567
BCCA-14-7730,Brain Cancer,Recruiting,Riverside Health Clinical Trials Unit,"6288 Princess Avenue, Regina, Saskatchewan, S7N 4R7",Regina,Saskatchewan,50.4972,-104.6381,Donald Nelson,https://cancertrialscanada.com/trial/BCCA-14-7730
QCI-18-2561,Multiple Myeloma,Recruiting,London Health Sciences Centre for Cancer Medicine,"7120 Richmond Road, Winnipeg, Manitoba, R7A 3Z5",Winnipeg,Manitoba,49.9495,-97.1136,Jessica Kumar,https://cancertrialscanada.com/trial/QCI-18-2561
QCI-23-6407,Gallbladder Cancer,Recruiting,Juravinski General Hospital Cancer Program,"8643 Research Drive, Brandon, Manitoba, R8N 6V7",Brandon,Manitoba,49.8417,-99.9454,Mark Davis,https://cancertrialscanada.com/trial/QCI-23-6407
OCN-24-5408,Cervical Cancer,Completed,London Health Sciences Community Cancer Centre,"6191 College Ave, Ottawa, Ontario, M5G 1B9",Ottawa,Ontario,45.4193,-75.7145,Daniel Morris,https://cancertrialscanada.com/trial/OCN-24-5408
NCI-22-1990,Leukemia,Recruiting,St. Paul's Provincial Cancer Agency,"9124 Pine Street, Cornwall, Prince Edward Island, C0A 8R5",Cornwall,Prince Edward Island,46.2629,-63.2154,Andrew Smith,https://cancertrialscanada.com/trial/NCI-22-1990
CCTG-15-2963,Anal Cancer,Completed,Mount Sinai Provincial Cancer Agency,"107 Wellington Street, Steinbach, Manitoba, R7A 9H6",Steinbach,Manitoba,49.4914,-96.7107,Priya Morgan,https://cancertrialscanada.com/trial/CCTG-15-2963
CTEP-22-9379,Gallbladder Cancer,Recruiting,Cross Cancer University Health Network,"2929 Cedar Blvd, Summerside, Prince Edward Island, C1B 5N4",Summerside,Prince Edward Island,46.4313,-63.8024,James Mitchell,https://cancertrialscanada.com/trial/CTEP-22-9379
QCI-24-4260,Liver Cancer,Recruiting,Kingston General Cancer Treatment Centre,"6543 Queen Street, Saint-Jean-sur-Richelieu, Quebec, J1H 3H0",Saint-Jean-sur-Richelieu,Quebec,45.3049,-73.248,Wei Phillips,https://cancertrialscanada.com/trial/QCI-24-4260
OCN-18-8851,Lung Cancer,Recruiting,Georgian Bay General Cancer Treatment Centre,"184 Medical Centre Blvd, Miramichi, New Brunswick, E2A 8R9",Miramichi,New Brunswick,47.0058,-65.4624,Matthew Li,https://cancertrialscanada.com/trial/OCN-18-8851
IND-21-7638,Leukemia,Completed,Juravinski Centre for Cancer Medicine,"5787 Wellington Street, Regina, Saskatchewan, S9H 4L4",Regina,Saskatchewan,50.4866,-104.6181,Steven Brown,https://cancertrialscanada.com/trial/IND-21-7638
IND-21-9142,Stomach Cancer,"Active, not recruiting",Sault Area Hospital Advanced Cancer Research Institute,"4593 University Ave, Terrebonne, Quebec, H7N 5X0",Terrebonne,Quebec,45.6818,-73.663,Kevin Chen,https://cancertrialscanada.com/trial/IND-21-9142
NCI-18-7473,Prostate Cancer,Recruiting,Royal Victoria Clinical Trials Unit,"4177 Queen Street, Charlottetown, Prince Edward Island, C1N 8H4",Charlottetown,Prince Edward Island,46.2439,-63.1349,Sarah Yang,https://cancertrialscanada.com/trial/NCI-18-7473
UHN-13-8644,Adrenal Cancer,"Active, not recruiting",Kingston General Clinical Trials Unit,"6663 Health Sciences Way, Trois-Rivières, Quebec, G6V 3C7",Trois-Rivières,Quebec,46.3682,-72.5363,Donald Bailey,https://cancertrialscanada.com/trial/UHN-13-8644
CCTG-19-8939,Cervical Cancer,Recruiting,William Osler Cancer Treatment Centre,"1235 Laurier Blvd, Saint John, New Brunswick, E1C 7S6",Saint John,New Brunswick,45.2263,-66.108,Li Martin,https://cancertrialscanada.com/trial/CCTG-19-8939
CCTG-20-9045,Leukemia,Recruiting,Hotel-Dieu Grace Regional Cancer Program,"1246 Elm Ave, Labrador City, Newfoundland and Labrador, A2H 3M7",Labrador City,Newfoundland and Labrador,52.9543,-66.9268,Dorothy Scott,https://cancertrialscanada.com/trial/CCTG-20-9045
CancerCare-21-2827,Thyroid Cancer,"Active, not recruiting",McGill University Health Centre University Health Network,"7261 Medical Centre Blvd, New Glasgow, Nova Scotia, B2N 9Y5",New Glasgow,Nova Scotia,45.5442,-62.6313,Karen Walker,https://cancertrialscanada.com/trial/CancerCare-21-2827
QCI-17-1571,Bladder Cancer,Recruiting,The Ottawa Hospital Cancer Care Centre,"3099 College Ave, Saguenay, Quebec, G1R 4T3",Saguenay,Quebec,48.4797,-71.0602,Andrew Reed,https://cancertrialscanada.com/trial/QCI-17-1571
HREBA.CC-17-0427,Colorectal Cancer,Completed,Sault Area Hospital Centre for Cancer Medicine,"2962 Medical Centre Blvd, Kelowna, British Columbia, V2C 2Y5",Kelowna,British Columbia,49.9176,-119.4882,William Wang,https://cancertrialscanada.com/trial/HREBA.CC-17-0427
CCTG-24-4850,Uterine Cancer,Recruiting,Stevenson Memorial Community Cancer Centre,"3235 Health Sciences Way, New Glasgow, Nova Scotia, B1P 2R4",New Glasgow,Nova Scotia,45.5872,-62.6573,Mary Roberts,https://cancertrialscanada.com/trial/CCTG-24-4850
NCI-15-9761,Kidney Cancer,Completed,Moncton City Hospital Cancer Research Centre,"4012 Oncology Blvd, Medicine Hat, Alberta, T4N 2B1",Medicine Hat,Alberta,50.0222,-110.7292,Matthew Reed,https://cancertrialscanada.com/trial/NCI-15-9761
HREBA.CC-15-7023,Multiple Myeloma,Completed,Hamilton Health Sciences Centre for Cancer Medicine,"9353 Wellington Street, Richmond, British Columbia, V9N 8V0",Richmond,British Columbia,49.1779,-123.1231,Steven Jackson,https://cancertrialscanada.com/trial/HREBA.CC-15-7023
NCI-19-8361,Anal Cancer,Recruiting,Tom Baker Comprehensive Cancer Centre,"4355 Dundas Street, Corner Brook, Newfoundland and Labrador, A2H 6M5",Corner Brook,Newfoundland and Labrador,48.937,-57.9804,Barbara Green,https://cancertrialscanada.com/trial/NCI-19-8361
OCN-22-2168,Breast Cancer,Completed,Grand River Provincial Cancer Agency,"4921 Queen Street, Corner Brook, Newfoundland and Labrador, A1V 5Y8",Corner Brook,Newfoundland and Labrador,48.9437,-57.9566,Yuki Harris,https://cancertrialscanada.com/trial/OCN-22-2168
BCCA-22-1252,Bone Cancer,Completed,William Osler Cancer Care Centre,"6177 Princess Avenue, New Glasgow, Nova Scotia, B3H 5G9",New Glasgow,Nova Scotia,45.6161,-62.6435,Joshua Walker,https://cancertrialscanada.com/trial/BCCA-22-1252
UHN-11-2268,Stomach Cancer,"Active, not recruiting",Sunnybrook Cancer Treatment Centre,"5591 University Ave, Nanaimo, British Columbia, V2S 8X2",Nanaimo,British Columbia,49.193,-123.9634,Michael Adams,https://cancertrialscanada.com/trial/UHN-11-2268
CancerCare-19-5725,Gallbladder Cancer,Completed,Joseph Brant Medical Sciences Centre,"3146 Laurier Blvd, London, Ontario, N1E 1E5",London,Ontario,42.9812,-81.2177,Yuki Smith,https://cancertrialscanada.com/trial/CancerCare-19-5725
HREBA.CC-10-5354,Mesothelioma,Not yet recruiting,North Bay Regional Advanced Cancer Research Institute,"998 Richmond Road, Thompson, Manitoba, R8N 9B3",Thompson,Manitoba,55.7884,-97.9021,John Stewart,https://cancertrialscanada.com/trial/HREBA.CC-10-5354
BCCA-11-1765,Esophageal Cancer,Recruiting,Georgian Bay General Advanced Cancer Research Institute,"3287 Health Sciences Way, Thompson, Manitoba, R5G 4K6",Thompson,Manitoba,55.7421,-97.9021,James Morgan,https://cancertrialscanada.com/trial/BCCA-11-1765
IND-22-0774,Vulvar Cancer,Not yet recruiting,Kingston General Community Cancer Centre,"2131 Laurier Blvd, Campbell River, British Columbia, V8W 8Z1",Campbell River,British Columbia,50.0686,-125.2634,Emily Bailey,https://cancertrialscanada.com/trial/IND-22-0774
CCTG-10-9340,Uterine Cancer,Completed,Mackenzie Health Provincial Cancer Agency,"6821 Park Road, Charlottetown, Prince Edward Island, C0A 3A5",Charlottetown,Prince Edward Island,46.2135,-63.1507,Dorothy Collins,https://cancertrialscanada.com/trial/CCTG-10-9340
QCI-13-9970,Breast Cancer,Completed,Kemptville District Medical Sciences Centre,"223 Health Sciences Way, St. Catharines, Ontario, N1E 2N3",St. Catharines,Ontario,43.1978,-79.2825,Sharon Kumar,https://cancertrialscanada.com/trial/QCI-13-9970
CancerCare-13-5485,Lung Cancer,Terminated,Headwaters Health Oncology Research Institute,"9958 Pine Street, Steinbach, Manitoba, R7A 3B0",Steinbach,Manitoba,49.5432,-96.6317,Wei Singh,https://cancertrialscanada.com/trial/CancerCare-13-5485
CTEP-10-4923,Soft Tissue Sarcoma,Not yet recruiting,Lake of the Woods District Cancer Research Centre,"7079 Richmond Road, Montreal, Quebec, H7N 5X8",Montreal,Quebec,45.4859,-73.6021,Sharon Fortin,https://cancertrialscanada.com/trial/CTEP-10-4923
HREBA.CC-23-5456,Lymphoma,Completed,North Bay Regional Clinical Trials Unit,"5415 Park Road, Cornwall, Prince Edward Island, C1B 2R9",Cornwall,Prince Edward Island,46.1843,-63.2188,Rebecca Adams,https://cancertrialscanada.com/trial/HREBA.CC-23-5456
CCTG-17-7219,Multiple Myeloma,Recruiting,Sault Area Cancer Treatment Centre,"6056 Clinical Ave, Fredericton, New Brunswick, E2A 2A3",Fredericton,New Brunswick,45.92,-66.5988,Betty Anderson,https://cancertrialscanada.com/trial/CCTG-17-7219
OCN-19-4267,Bladder Cancer,Completed,Allan Blair Comprehensive Cancer Centre,"8313 Park Road, Thunder Bay, Ontario, K7L 9R8",Thunder Bay,Ontario,48.4167,-89.1916,Yuki Garcia,https://cancertrialscanada.com/trial/OCN-19-4267
CTEP-10-3142,Anal Cancer,Recruiting,Peterborough Regional Provincial Cancer Agency,"8702 Laurier Blvd, Leduc, Alberta, T4N 6X5",Leduc,Alberta,53.2114,-113.5003,Lisa Roy,https://cancertrialscanada.com/trial/CTEP-10-3142
HREBA.CC-17-4129,Stomach Cancer,Recruiting,South Muskoka Memorial Comprehensive Cancer Centre,"2514 University Ave, Moncton, New Brunswick, E3B 9X6",Moncton,New Brunswick,46.0614,-64.8029,Dorothy Stewart,https://cancertrialscanada.com/trial/HREBA.CC-17-4129
CTEP-11-3978,Lung Cancer,Completed,Royal Victoria Oncology Research Institute,"368 Richmond Road, Grand Falls-Windsor, Newfoundland and Labrador, A2V 6E4",Grand Falls-Windsor,Newfoundland and Labrador,48.9747,-55.7022,James Sanchez,https://cancertrialscanada.com/trial/CTEP-11-3978
HREBA.CC-23-9547,Stomach Cancer,Terminated,Tom Baker Oncology Research Institute,"8433 Centre Street, Halifax, Nova Scotia, B2N 2G3",Halifax,Nova Scotia,44.6494,-63.6267,Amanda Turner,https://cancertrialscanada.com/trial/HREBA.CC-23-9547
BCCA-20-9241,Bladder Cancer,Recruiting,St. Paul's Integrated Cancer Centre,"9375 Oak Ave, Steinbach, Manitoba, R7A 6P6",Steinbach,Manitoba,49.4965,-96.6973,William Campbell,https://cancertrialscanada.com/trial/BCCA-20-9241
CCTG-11-1814,Prostate Cancer,"Active, not recruiting",The Ottawa Hospital Community Cancer Centre,"3126 Queen Street, Grand Falls-Windsor, Newfoundland and Labrador, A2H 2N2",Grand Falls-Windsor,Newfoundland and Labrador,48.8861,-55.6189,Kimberly Turner,https://cancertrialscanada.com/trial/CCTG-11-1814
CCTG-23-1252,Adrenal Cancer,Completed,Moncton City Hospital Regional Cancer Program,"4105 Wellington Street, Campbell River, British Columbia, V1B 1Z6",Campbell River,British Columbia,50.0551,-125.2385,Sharon Reed,https://cancertrialscanada.com/trial/CCTG-23-1252
HREBA.CC-11-6878,Multiple Myeloma,Recruiting,Muskoka Algonquin Community Cancer Centre,"4892 Elm Ave, Edmonton, Alberta, T5J 1A1",Edmonton,Alberta,53.5388,-113.4412,David Wright,https://cancertrialscanada.com/trial/HREBA.CC-11-6878
UHN-14-3947,Brain Cancer,"Active, not recruiting",Cross Cancer Provincial Cancer Agency,"6393 King Street, Bathurst, New Brunswick, E1V 4H3",Bathurst,New Brunswick,47.6526,-65.6663,Ashley Green,https://cancertrialscanada.com/trial/UHN-14-3947
IND-22-0224,Stomach Cancer,Completed,Winchester District Memorial Medical Sciences Centre,"371 Richmond Road, Steinbach, Manitoba, R8N 5Z0",Steinbach,Manitoba,49.5193,-96.713,Mary Baker,https://cancertrialscanada.com/trial/IND-22-0224
NCI-12-1406,Thyroid Cancer,Not yet recruiting,Huntsville District Oncology Research Institute,"2652 Elm Ave, Swift Current, Saskatchewan, S7N 7X3",Swift Current,Saskatchewan,50.2767,-107.7885,Elizabeth Hall,https://cancertrialscanada.com/trial/NCI-12-1406
IND-18-1378,Mesothelioma,"Active, not recruiting",University of Alberta Clinical Trials Unit,"2004 University Ave, Barrie, Ontario, L1H 6Y1",Barrie,Ontario,44.3902,-79.7215,Ana Cook,https://cancertrialscanada.com/trial/IND-18-1378
NCI-13-2101,Leukemia,Recruiting,Timmins and District Cancer Research Centre,"6031 Research Drive, Prince Albert, Saskatchewan, S9H 7L3",Prince Albert,Saskatchewan,53.1836,-105.7448,Michelle Sanchez,https://cancertrialscanada.com/trial/NCI-13-2101
NCI-12-6291,Bone Cancer,Recruiting,Trillium Health Clinical Trials Unit,"2812 Laurier Blvd, Gander, Newfoundland and Labrador, A2V 1H0",Gander,Newfoundland and Labrador,48.9242,-54.5823,Hiroshi Hall,https://cancertrialscanada.com/trial/NCI-12-6291
CCTG-12-6110,Kidney Cancer,Recruiting,Sunnybrook Regional Cancer Program,"537 College Ave, Saskatoon, Saskatchewan, S6V 8W1",Saskatoon,Saskatchewan,52.1454,-106.6956,Paul White,https://cancertrialscanada.com/trial/CCTG-12-6110
QCI-12-1371,Kidney Cancer,"Active, not recruiting",Mount Sinai Centre for Cancer Medicine,"1071 Oncology Blvd, Montreal, Quebec, H3A 1E1",Montreal,Quebec,45.4719,-73.5316,Donald Wilson,https://cancertrialscanada.com/trial/QCI-12-1371
BCCA-16-0870,Breast Cancer,Terminated,Collingwood General Centre for Cancer Medicine,"456 Centre Street, Brandon, Manitoba, R5G 3G7",Brandon,Manitoba,49.8465,-99.9522,Luis Kim,https://cancertrialscanada.com/trial/BCCA-16-0870
UHN-11-3469,Soft Tissue Sarcoma,Completed,Headwaters Health General Hospital Cancer Program,"9564 Richmond Road, Portage la Prairie, Manitoba, C0N 8H5",Portage la Prairie,Manitoba,49.9666,-98.2877,Elizabeth Zhang,https://cancertrialscanada.com/trial/UHN-11-3469
HREBA.CC-17-1855,Cervical Cancer,"Active, not recruiting",Riverside Health Oncology Research Institute,"6232 Cedar Blvd, Saskatoon, Saskatchewan, S4P 8R3",Saskatoon,Saskatchewan,52.1654,-106.6509,Donald Gagné,https://cancertrialscanada.com/trial/HREBA.CC-17-1855
NCI-23-0135,Neuroendocrine Tumors,Completed,The Ottawa Hospital Provincial Cancer Agency,"5836 King Street, Nanaimo, British Columbia, V3S 3B1",Nanaimo,British Columbia,49.1964,-123.9401,David Walker,https://cancertrialscanada.com/trial/NCI-23-0135
CCTG-24-1219,Ovarian Cancer,Recruiting,Sault Area Integrated Cancer Centre,"3661 Oncology Blvd, Brandon, Manitoba, R7A 4X1",Brandon,Manitoba,49.8129,-99.93,Mohammed Collins,https://cancertrialscanada.com/trial/CCTG-24-1219
CTEP-22-9504,Prostate Cancer,Recruiting,Stevenson Memorial General Hospital Cancer Program,"5037 Queen Street, New Glasgow, Nova Scotia, B2N 7Y7",New Glasgow,Nova Scotia,45.6139,-62.6379,John Lee,https://cancertrialscanada.com/trial/CTEP-22-9504
CTEP-16-0172,Soft Tissue Sarcoma,Recruiting,Mackenzie Health Medical Sciences Centre,"7433 Cancer Centre Road, Saskatoon, Saskatchewan, S4P 1J7",Saskatoon,Saskatchewan,52.1592,-106.7082,Thomas Morris,https://cancertrialscanada.com/trial/CTEP-16-0172
QCI-17-9035,Liver Cancer,Recruiting,Sault Area Hospital Integrated Cancer Centre,"4954 Park Road, Grande Prairie, Alberta, T7X 9M6",Grande Prairie,Alberta,55.1501,-118.829,Sharon Adams,https://cancertrialscanada.com/trial/QCI-17-9035
BCCA-21-7985,Bladder Cancer,Recruiting,BC Cancer Cancer Research Centre,"7529 King Street, Fredericton, New Brunswick, E1C 2V8",Fredericton,New Brunswick,45.9964,-66.6381,Andrew Stewart,https://cancertrialscanada.com/trial/BCCA-21-7985
CCTG-22-7513,Kidney Cancer,Recruiting,Dalhousie University Clinical Trials Unit,"3786 Cedar Blvd, Portage la Prairie, Manitoba, C0N 4R6",Portage la Prairie,Manitoba,49.9802,-98.333,Jessica Miller,https://cancertrialscanada.com/trial/CCTG-22-7513
CCTG-17-8485,Liver Cancer,Recruiting,Juravinski Medical Sciences Centre,"2766 Richmond Road, Victoria, British Columbia, V2L 8K4",Victoria,British Columbia,48.4339,-123.4124,Priya Li,https://cancertrialscanada.com/trial/CCTG-17-8485
QCI-11-3500,Esophageal Cancer,Recruiting,St. Paul's Integrated Cancer Centre,"3971 King Street, Steinbach, Manitoba, R3E 9W1",Steinbach,Manitoba,49.55,-96.6837,Mary Kumar,https://cancertrialscanada.com/trial/QCI-11-3500
HREBA.CC-23-5059,Esophageal Cancer,Suspended,Hamilton Health Sciences Cancer Research Centre,"7180 Victoria Street, Prince Albert, Saskatchewan, S6H 1T9",Prince Albert,Saskatchewan,53.2128,-105.7126,Aisha Davis,https://cancertrialscanada.com/trial/HREBA.CC-23-5059
UHN-20-3006,Melanoma,"Active, not recruiting",BC Cancer Comprehensive Cancer Centre,"7946 Clinical Ave, Prince Albert, Saskatchewan, S7N 5E2",Prince Albert,Saskatchewan,53.2469,-105.7973,Lisa King,https://cancertrialscanada.com/trial/UHN-20-3006
CTEP-15-7063,Esophageal Cancer,"Active, not recruiting",CancerCare Manitoba Oncology Research Institute,"857 Centre Street, Montague, Prince Edward Island, C1B 6H5",Montague,Prince Edward Island,46.1457,-62.6552,Wei White,https://cancertrialscanada.com/trial/CTEP-15-7063
BCCA-12-0841,Anal Cancer,Recruiting,Allan Blair Advanced Cancer Research Institute,"4419 Clinical Ave, Regina, Saskatchewan, S6H 5G8",Regina,Saskatchewan,50.4923,-104.6296,Sharon Young,https://cancertrialscanada.com/trial/BCCA-12-0841
UHN-21-4565,Vulvar Cancer,Suspended,Sault Area University Health Network,"688 Cedar Blvd, Winnipeg, Manitoba, R7A 7N2",Winnipeg,Manitoba,49.8504,-97.1607,Stephanie Davis,https://cancertrialscanada.com/trial/UHN-21-4565
CancerCare-16-3197,Prostate Cancer,Completed,Humber River Cancer Treatment Centre,"7195 Research Drive, Grand Falls-Windsor, Newfoundland and Labrador, A1V 1B9",Grand Falls-Windsor,Newfoundland and Labrador,48.9219,-55.6477,Paul Allen,https://cancertrialscanada.com/trial/CancerCare-16-3197
CancerCare-12-3563,Stomach Cancer,Recruiting,Huntsville District Cancer Research Centre,"683 Oak Ave, Calgary, Alberta, T9E 7E5",Calgary,Alberta,51.0274,-114.1199,Ana Morin,https://cancertrialscanada.com/trial/CancerCare-12-3563
HREBA.CC-14-0959,Esophageal Cancer,"Active, not recruiting",McGill University Health Centre Clinical Trials Unit,"447 Dundas Street, Truro, Nova Scotia, B3H 3B8",Truro,Nova Scotia,45.378,-63.3136,Dorothy Bailey,https://cancertrialscanada.com/trial/HREBA.CC-14-0959
IND-16-0450,Testicular Cancer,Completed,Perth and Smiths Falls Cancer Research Centre,"1964 Princess Avenue, Sydney, Nova Scotia, B2H 6E9",Sydney,Nova Scotia,46.1145,-60.2213,Barbara Kim,https://cancertrialscanada.com/trial/IND-16-0450
UHN-22-0742,Neuroendocrine Tumors,Recruiting,Mount Sinai Provincial Cancer Agency,"3471 Main Street, Swift Current, Saskatchewan, S4P 3B7",Swift Current,Saskatchewan,50.283,-107.8266,Priya Garcia,https://cancertrialscanada.com/trial/UHN-22-0742
CCTG-10-1345,Lymphoma,"Active, not recruiting",Michael Garron Oncology Research Institute,"9789 Park Road, Miramichi, New Brunswick, E2A 4R7",Miramichi,New Brunswick,46.9868,-65.5357,Carlos Edwards,https://cancertrialscanada.com/trial/CCTG-10-1345
HREBA.CC-20-5736,Colorectal Cancer,Completed,Trillium Health Provincial Cancer Agency,"8681 Cedar Blvd, Miramichi, New Brunswick, E2L 9W0",Miramichi,New Brunswick,47.0684,-65.4809,Thomas White,https://cancertrialscanada.com/trial/HREBA.CC-20-5736
HREBA.CC-16-3968,Kidney Cancer,Completed,Moncton City Hospital Cancer Research Centre,"2694 Cancer Centre Road, Leduc, Alberta, T1J 8V5",Leduc,Alberta,53.225,-113.5792,John Campbell,https://cancertrialscanada.com/trial/HREBA.CC-16-3968
CancerCare-15-5096,Brain Cancer,Completed,Hotel-Dieu Grace Medical Sciences Centre,"4102 Maple Drive, St. Albert, Alberta, T2N 5E2",St. Albert,Alberta,53.6079,-113.6119,Susan White,https://cancertrialscanada.com/trial/CancerCare-15-5096
HREBA.CC-14-7760,Bone Cancer,Completed,Timmins and District Community Cancer Centre,"7682 University Ave, Airdrie, Alberta, T4N 2M6",Airdrie,Alberta,51.2986,-114.0404,David Rivera,https://cancertrialscanada.com/trial/HREBA.CC-14-7760
HREBA.CC-12-6791,Pancreatic Cancer,"Active, not recruiting",Lakeridge Health Provincial Cancer Agency,"6009 Main Street, Halifax, Nova Scotia, B2N 2Y0",Halifax,Nova Scotia,44.605,-63.5335,Laura Phillips,https://cancertrialscanada.com/trial/HREBA.CC-12-6791
CCTG-10-4819,Gallbladder Cancer,Recruiting,Grand River Advanced Cancer Research Institute,"2759 Oncology Blvd, Moncton, New Brunswick, E1V 3L6",Moncton,New Brunswick,46.073,-64.8294,Amanda Campbell,https://cancertrialscanada.com/trial/CCTG-10-4819
UHN-11-8051,Esophageal Cancer,Completed,Timmins and District Cancer Care Centre,"6629 Park Road, Gander, Newfoundland and Labrador, A2A 4H2",Gander,Newfoundland and Labrador,48.9972,-54.6515,Melissa Shah,https://cancertrialscanada.com/trial/UHN-11-8051
IND-12-5705,Gallbladder Cancer,Recruiting,Muskoka Algonquin Regional Cancer Program,"7441 Research Drive, Gander, Newfoundland and Labrador, A2V 2R9",Gander,Newfoundland and Labrador,48.9214,-54.6252,Joshua Young,https://cancertrialscanada.com/trial/IND-12-5705
QCI-23-5965,Lymphoma,Recruiting,Kingston General Advanced Cancer Research Institute,"7839 Oak Ave, Terrebonne, Quebec, G1R 8R5",Terrebonne,Quebec,45.6757,-73.6348,Melissa Lee,https://cancertrialscanada.com/trial/QCI-23-5965
OCN-17-8377,Lung Cancer,"Active, not recruiting",Lakeridge Health University Health Network,"231 Pine Street, Labrador City, Newfoundland and Labrador, A2V 9J3",Labrador City,Newfoundland and Labrador,52.9877,-66.8823,Amanda Evans,https://cancertrialscanada.com/trial/OCN-17-8377
HREBA.CC-17-9648,Breast Cancer,"Active, not recruiting",Perth and Smiths Falls Provincial Cancer Agency,"9443 Research Drive, Lévis, Quebec, G6V 7W6",Lévis,Quebec,46.845,-71.2188,Barbara Côté,https://cancertrialscanada.com/trial/HREBA.CC-17-9648
QCI-17-0094,Head and Neck Cancer,Completed,The Ottawa Hospital Regional Cancer Program,"2345 Pine Street, Moose Jaw, Saskatchewan, S6V 1Z3",Moose Jaw,Saskatchewan,50.3736,-105.5749,Deborah Singh,https://cancertrialscanada.com/trial/QCI-17-0094
IND-13-9483,Vulvar Cancer,Recruiting,Moncton City Hospital General Hospital Cancer Program,"1426 Main Street, Summerside, Prince Edward Island, C1N 2J7",Summerside,Prince Edward Island,46.396,-63.8165,Joshua Li,https://cancertrialscanada.com/trial/IND-13-9483
IND-13-4040,Mesothelioma,Suspended,Muskoka Algonquin Medical Sciences Centre,"4561 Laurier Blvd, Red Deer, Alberta, T1A 5H7",Red Deer,Alberta,52.2885,-113.7611,Priya Kumar,https://cancertrialscanada.com/trial/IND-13-4040
CCTG-24-1234,Bone Cancer,"Active, not recruiting",Allan Blair Advanced Cancer Research Institute,"5069 Hospital Drive, Dartmouth, Nova Scotia, B2H 3W1",Dartmouth,Nova Scotia,44.7072,-63.5689,Aisha Cook,https://cancertrialscanada.com/trial/CCTG-24-1234
BCCA-17-2402,Ovarian Cancer,Recruiting,South Muskoka Memorial Cancer Care Centre,"9828 Birch Road, St. John's, Newfoundland and Labrador, A2V 1L0",St. John's,Newfoundland and Labrador,47.569,-52.7094,Donna Adams,https://cancertrialscanada.com/trial/BCCA-17-2402
NCI-12-3038,Multiple Myeloma,Completed,Trillium Health Cancer Research Centre,"9868 Main Street, Steinbach, Manitoba, R7A 7V3",Steinbach,Manitoba,49.5129,-96.7173,Mohammed Young,https://cancertrialscanada.com/trial/NCI-12-3038
